name,type,height,classify,gender,weight,ability,description,evolution,img
 루가루암,바위,0.8,늑대,b,25,단단한발톱,평소에는 잘 짖지도 않지만 일단 싸우기 시작하면 자비 없이 상대를 몰아붙인다.,744;암멍이;745;루가루암,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074503.png
 약어리,물,0.2,잔물고기,b,0.3,어군,1마리로는 너무나도 허약해서 무리를 지어 상대에게 맞서는 능력을 습득했다.,746;약어리;746;약어리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074601.png
 약어리,물,8.2,잔물고기,b,78.6,어군,1마리는 아주 약하지만 다 같이 힘을 합치면 바다의 마물이라 불리는 존재가 된다.,746;약어리;746;약어리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074602.png
 시마사리,독;물,0.4,깨비사리,b,8,무도한행동;유연,먹이를 찾아 해변을 배회한다. 부러진 찌르성게의 가시를 먹으려다 마비되어 있는 경우가 많다.,747;시마사리;748;더시마사리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074701.png
 더시마사리,독;물,0.7,깨비사리,b,14.5,무도한행동;유연,자신의 다리로 만든 돔이 보금자리다. 조류를 뿔로 감지해서 주위를 살핀다.,747;시마사리;748;더시마사리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074801.png
 머드나기,땅,1,당나귀,b,110,마이페이스;지구력,두르고 있는 진흙은 먹었던 흙을 되새김해서 만든 것이다. 장시간 햇볕을 쬐어도 마르지 않는다.,749;머드나기;750;만마드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/074901.png
 만마드,땅,2.5,만마,b,920,마이페이스;지구력,힘쓰는 일뿐만 아니라 도자기의 재료가 되는 질 좋은 진흙을 만들기 때문에 소중히 여겨져 왔다.,749;머드나기;750;만마드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075001.png
 물거미,물;벌레,0.3,수,b,4,수포,엉덩이로 수포를 부풀려서 머리를 감싼다. 동료끼리 수포의 크기를 비교한다.,751;물거미;752;깨비물거미,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075101.png
 깨비물거미,물;벌레,1.8,수,b,82,수포,다리로 수포를 날려서 먹이를 감싼 다음 익사시킨다. 그리고는 시간을 들여 천천히 음미한다.,751;물거미;752;깨비물거미,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075201.png
 짜랑랑,풀,0.3,풀사마귀,b,1.5,리프가드,낮잠을 방해받는 것을 매우 싫어한다. 일광욕으로 모은 에너지로 빔을 발사할 수 있다.,753;짜랑랑;754;라란티스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075301.png
 라란티스,풀,0.9,꽃사마귀,b,18.5,리프가드,꽃의 달콤한 향기에 이끌려 찾아온 벌레포켓몬을 동료인 척 방심시키고는 낫으로 마무리한다.,753;짜랑랑;754;라란티스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075401.png
 자마슈,풀;페어리,0.2,발광,b,1.5,발광;포자,머리의 갓은 매우 맛있다. 숲속의 포켓몬들에게 먹히지만 하룻밤 만에 재생한다.,755;자마슈;756;마셰이드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075501.png
 마셰이드,풀;페어리,1,발광,b,11.5,발광;포자,깜빡이는 포자의 빛으로 먹이를 유인해서 잠들게 한다. 손끝으로 생기를 흡수한다.,755;자마슈;756;마셰이드,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075601.png
 야도뇽,독;불꽃,0.6,독도마뱀,b,4.8,부식,먹잇감을 도발해서 좁은 암석 지대로 유인한 뒤 어지러워지는 독가스를 뿜어서 마무리한다.,757;야도뇽;758;염뉴트,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075701.png
 염뉴트,독;불꽃,1.2,독도마뱀,f,22.2,부식,독가스에 어질어질해진 상대를 요염한 몸놀림으로 유혹해서 충실한 부하로 만들어 버린다.,757;야도뇽;758;염뉴트,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075801.png
 포곰곰,노말;격투,0.5,바둥바둥,b,6.8,복슬복슬;서투름,푹신푹신한 털은 감촉이 뛰어나지만 섣불리 손을 댔다간 호되게 반격을 당하고 만다.,759;포곰곰;760;이븐곰,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/075901.png
 이븐곰,노말;격투,2.1,강한완력,b,135,복슬복슬;서투름,동료로 인정하면 애정을 표현하기 위해 껴안으려 하지만 뼈가 으스러질 수 있으므로 위험하다.,759;포곰곰;760;이븐곰,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076001.png
 달콤아,풀,0.3,후르츠,f,3.2,리프가드;둔감,"과일을 졸인 것만 같은 달콤한 땀을 흘리기 때문에, 달콤한 음식이 적었던 옛날에는 매우 귀하게 여겨졌다.",761;달콤아;762;달무리나;763;달코퀸,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076101.png
 달무리나,풀,0.7,후르츠,f,8.2,리프가드;둔감,기운이 솟을 것만 같은 달콤한 향기를 흩뿌린다. 땀 억제제의 향료로 인기가 좋다.,761;달콤아;762;달무리나;763;달코퀸,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076201.png
 달코퀸,풀,1.2,후르츠,f,21.4,리프가드;여왕의위엄,자존심이 강하고 공격적이지만 꼭지의 왕관을 건드리면 금세 얌전해진다고 한다.,761;달콤아;762;달무리나;763;달코퀸,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076301.png
 큐아링,페어리,0.1,꽃따기,b,0.3,플라워베일;힐링시프트,덩굴을 사용해 꽃을 따서 자신을 꾸민다. 몸에 붙은 꽃은 무슨 이유에서인지 시들지 않는다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076401.png
 하랑우탄,노말;에스퍼,1.5,현자,b,76,정신력;텔레파시,숲의 포켓몬들에게 계속해서 지시를 내리는 모습 때문에 옛날에는 인간이었던 것으로 여겨지고 있다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076501.png
 내던숭이,격투,2,연계,b,82.8,리시버,단단한 나무열매를 던져서 싸운다. 볼을 던지는 것이 어설픈 트레이너의 명령은 듣지 않는다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076601.png
 꼬시레,벌레;물,0.5,주행,b,12,도망태세,상한 것이든 쓰레기든 닥치는 대로 먹어 치우는 자연의 청소부. 둥지 주변은 언제나 깨끗하다.,767;꼬시레;768;갑주무사,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076701.png
 갑주무사,벌레;물,2,장갑,b,108,위기회피,이기기 위해서는 수단을 가리지 않는다. 상대의 빈틈을 찌른 뒤 앞발의 작은 발톱으로 마무리한다.,767;꼬시레;768;갑주무사,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076801.png
 모래꿍,고스트;땅,0.5,모래산,b,70,꾸덕꾸덕굳기,삽을 잃어버리면 나뭇가지 등을 대신 꽂고 다니며 새로운 삽을 찾을 때까지 마음을 달랜다.,769;모래꿍;770;모래성이당,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/076901.png
 모래성이당,고스트;땅,1.3,모래성,b,250,꾸덕꾸덕굳기,"작은 포켓몬을 모래로 된 몸 안으로 끌어들인 뒤, 자신이 원할 때 생기를 빨아들이는 무서운 포켓몬.",769;모래꿍;770;모래성이당,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077001.png
 해무기,물,0.3,해삼,b,1.2,내용물분출,따뜻하고 얕은 여울에 산다. 상대와 마주치면 체내 기관을 입으로 뿜어서 때려눕힌다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077101.png
 타입:널,노말,1.9,인공,u,120.5,전투무장,극비였던 연구 자료가 도난당한 뒤 가라르지방에서 새로 만들어졌다는 소문이 있다.,772;타입:널;773;실버디,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077201.png
 실버디,노말,2.3,인공,u,100.5,AR시스템,파트너와의 강한 유대에 의해 숨겨진 능력을 각성했다. 자유자재로 타입을 바꿀 수 있다.,772;타입:널;773;실버디,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077301.png
 메테노,바위;비행,0.3,유성,u,40,리밋실드,원래 오존층에 살고 있으며 몸의 껍질이 무거워지면 지상을 향해 떨어진다.,774;메테노;774;메테노,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077401.png
 메테노,바위;비행,0.3,유성,u,0.3,리밋실드,대기 중의 먼지를 먹고 있다. 먹은 먼지의 성분에 따라 코어의 색조가 정해진다.,774;메테노;774;메테노,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077402.png
 자말라,노말,0.4,꿈결,b,19.9,절대안깸,일생을 잠든 채로 보낸다. 자말라만이 분해할 수 있는 맹독성의 잎사귀를 먹이로 삼는다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077501.png
 폭거북스,불꽃;드래곤,2,폭발거북,b,212,조가비갑옷,폭약으로 코팅된 등껍질을 짊어지고 있다. 공격하는 상대에게 대폭발로 반격한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077601.png
 토게데마루,전기;강철,0.3,동글동글,b,3.3,철가시;피뢰침,등에 난 긴 털로 번개나 전기포켓몬의 전격을 받아 전기 주머니에 충전한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077701.png
 따라큐,고스트;페어리,0.2,탈,b,0.7,탈,볕이 들지 않는 어두운 곳에 산다. 사람들 앞에 나타날 때는 피카츄를 본뜬 천으로 온몸을 가린다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077801.png
 치갈기,물;에스퍼,0.9,이갈기,b,19,비비드바디;옹골찬턱,강하게 이를 갈아서 뇌를 자극한다. 이를 통해 만들어 낸 사이코 파워를 머리의 돌기를 통해 발사한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/077901.png
 할비롱,노말;드래곤,3,느긋누긋,b,185,발끈;초식,해발 3000m가 넘는 산에 산다. 드물게 마을로 내려와 아이들과 논다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078001.png
 타타륜,고스트;풀,3.9,해초조각,u,210,강철술사,해저를 떠도는 해초가 침몰선의 부품을 거두어들여서 고스트포켓몬으로 다시 태어났다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078101.png
 짜랑꼬,드래곤,0.6,비늘,b,29.7,방탄;방음,머리의 비늘을 동료끼리 부딪히며 싸우는 법을 배운다. 이를 통해 기술과 정신을 단련한다.,782;짜랑꼬;783;짜랑고우;784;짜랑고우거,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078201.png
 짜랑고우,드래곤;격투,1.2,비늘,b,47,방탄;방음,비늘이 떨어진 상처투성이인 몸은 강자라는 증표다. 상대를 쓰러뜨린 후 상처를 보여준다.,782;짜랑꼬;783;짜랑고우;784;짜랑고우거,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078301.png
 짜랑고우거,드래곤;격투,1.6,비늘,b,78.2,방탄;방음,상대와 마주치면 꼬리의 비늘로 소리를 내어 위협한다. 이에 겁먹지 않은 강자만을 상대로 싸운다.,782;짜랑꼬;783;짜랑고우;784;짜랑고우거,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078401.png
 카푸꼬꼬꼭,전기;페어리,1.8,토속신,u,20.5,일렉트릭메이커,호기심 왕성한 멜레멜레의 수호신이다. 번개 구름을 불러 우레를 몸에 비축한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078501.png
 카푸나비나,에스퍼;페어리,1.2,토속신,u,18.6,사이코메이커,천진난만하고 잔혹한 아칼라의 수호신이다. 향기로운 꽃향기가 에너지의 근원이다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078601.png
 카푸브루루,풀;페어리,1.9,토속신,u,45.5,그래스메이커,큰 나무를 뽑아서 빙빙 휘두른다. 초목을 무성하게 만들어 그 에너지를 흡수한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078701.png
 카푸느지느,물;페어리,1.3,토속신,u,21.2,미스트메이커,짙은 안개로 적을 혼란시켜 자멸하게 만드는 무서움을 지녔다. 해류가 에너지의 근원이다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078801.png
 코스모그,에스퍼,0.2,성운,u,0.1,천진,연약한 가스 상태의 몸이다. 대기의 먼지를 모으며 천천히 성장한다.,789;코스모그;790;코스모움;791;솔가레오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/078901.png
 코스모움,에스퍼,0.1,원시성,u,999.9,옹골참,죽은 것처럼 전혀 움직이지 않지만 만지면 어렴풋이 따뜻하다. 아주 옛날에는 달의 고치로 불렸다.,789;코스모그;790;코스모움;791;솔가레오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079001.png
 솔가레오,에스퍼;강철,3.4,일륜,u,230,메탈프로텍트,다른 세계에 산다고 전해진다. 온몸에서 격렬한 빛을 내뿜어 깜깜한 밤도 한낮처럼 비춘다.,789;코스모그;790;코스모움;791;솔가레오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079101.png
 루나아라,에스퍼;고스트,4,월륜,u,120,스펙터가드,코스모그가 진화한 암컷이라고 전해진다. 제3의 눈이 떠오를 때 다른 세계로 날아간다.,789;코스모그;790;코스모움;791;솔가레오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079201.png
 텅비드,바위;독,1.2,기생,u,55.5,비스트부스트,수수께끼에 싸인 UB의 일종. 길을 가던 사람이 기생 당해 난폭해지는 모습이 목격되었다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079301.png
 매시붕,벌레;격투,2.4,팽창,u,333.6,비스트부스트,다른 세계에서 나타난 UB이다. 스스로 몸을 보여주는 행동이 자랑인지 위협인지 알 수 없다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079401.png
 페로코체,벌레;격투,1.8,염미,u,25,비스트부스트,위험한 UB 중 1마리이다. 굉장한 속도로 대지를 질주하는 모습이 목격되었다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079501.png
 전수목,전기,3.8,전기장식,u,100,비스트부스트,온몸에서 엄청난 전격을 내뿜는 광경이 목격되었다. 수수께끼의 생물 UB 중 하나다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079601.png
 철화구야,강철;비행,9.2,쏴올리기,u,999.9,비스트부스트,울트라홀에서 나타났다. 고속으로 하늘을 나는 모습이 목격된 울트라비스트다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079701.png
 종이신도,풀;강철,0.3,발도,u,0.1,비스트부스트,울트라홀에서 나타난 UB이다. 스스로 적을 덮치진 않지만 온몸이 날카로운 흉기다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079801.png
 악식킹,악;드래곤,5.5,악식성,u,888,비스트부스트,산을 깎아 먹고 빌딩을 삼키는 모습이 보고되었다. 울트라비스트 중 하나이다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/079901.png
 네크로즈마,에스퍼,2.4,프리즘,u,230,프리즘아머,지하에서 잠들어 있던 것 같다. 태고의 다른 세계에서 왔다고 추측되는 UB같은 생물이다.,800;네크로즈마;800;네크로즈마;800;네크로즈마;No. 0800;네크로즈마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080001.png
 네크로즈마,에스퍼;강철,3.8,프리즘,u,460,프리즘아머,솔가레오의 빛을 먹어치우는 모습이다. 적에게 덤벼들어 등과 사지를 발톱으로 상대를 베어 가른다.,800;네크로즈마;800;네크로즈마;800;네크로즈마;No. 0800;네크로즈마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080002.png
 네크로즈마,에스퍼;고스트,4.2,프리즘,u,350,프리즘아머,루나아라의 의식은 어느새 사라졌다. 네크로즈마에게 지배되어 모든 에너지를 방출하고 있다.,800;네크로즈마;800;네크로즈마;800;네크로즈마;No. 0800;네크로즈마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080003.png
 네크로즈마,에스퍼;드래곤,7.5,프리즘,u,230,브레인포스,압도적인 빛 에너지를 흡수하여 변화한 모습이다. 전신에서 레이저를 내뿜는다.,800;네크로즈마;800;네크로즈마;800;네크로즈마;No. 0800;네크로즈마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080004.png
 마기아나,강철;페어리,1,인조,u,80.5,소울하트,500년 이상 전에 만들어진 인조포켓몬이다. 사람의 말을 이해하지만 말은 못 한다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080101.png
 마샤도,격투;고스트,0.7,그림자살이,u,22.2,테크니션,그림자 안에 숨어 들을 수 있어 사람들 앞에 모습을 보이지 않아 그 존재는 환상이었다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080201.png
 베베놈,독,0.6,독침,u,1.8,비스트부스트,다른 세계에서는 여행 파트너로 삼을 정도로 친근한 울트라비스트다.,803;베베놈;804;아고용,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080301.png
 아고용,독;드래곤,3.6,독침,u,150,비스트부스트,체내에 수백 리터의 독액을 갖고 있다. UB라고 불리는 생물의 일종이다.,803;베베놈;804;아고용,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080401.png
 차곡차곡,바위;강철,5.5,돌담,u,820,비스트부스트,울트라홀에서 출현했다. 여러 개의 생명이 쌓여 1마리를 형성하고 있는 듯하다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080501.png
 두파팡,불꽃;고스트,1.8,불꽃놀이,u,13,비스트부스트,꿈틀거리며 사람에게 다가오다 느닷없이 머리를 폭발시킨다. 울트라비스트의 일종인 듯하다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080601.png
 제라오라,전기,1.5,신뢰,u,44.5,축전,양 손발톱에 전기를 머금어 상대를 갈가리 찢는다. 피하더라도 흩날리는 전격으로 감전시킨다.,NA,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080701.png
 멜탄,강철,0.2,너트,u,8,자력,걸쭉하게 녹은 강철의 몸을 가졌다. 땅속의 철분이나 금속을 녹여서 흡수한다.,808;멜탄;809;멜메탈,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080801.png
 멜메탈,강철,2.5,너트,u,800,철주먹,철을 만들어내는 힘을 가졌다고 추앙받았었다. 모종의 이유로 3000년의 세월이 흘러 되살아났다.,808;멜탄;809;멜메탈,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/080901.png
 흥나숭,풀,0.3,꼬마원숭이,b,5,심록,특별한 스틱으로 리듬을 타면 화초를 생생하게 만드는 힘이 음파가 되어 퍼진다.,810;흥나숭;811;채키몽;812;고릴타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081001.png
 채키몽,풀,0.7,비트,b,14,심록,2개의 스틱으로 격렬한 비트를 만드는 채키몽일수록 동료들에게 존경받는다.,810;흥나숭;811;채키몽;812;고릴타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081101.png
 고릴타,풀,2.1,드러머,b,90,심록,특별한 그루터기의 파워를 드럼 연주로 컨트롤한다. 뿌리를 조종해서 싸운다.,810;흥나숭;811;채키몽;812;고릴타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081201.png
 고릴타,풀,28,드러머,b,1.00E+09,심록,거다이맥스의 파워에 의해 그루터기가 성장하여 삼림과도 같은 드럼이 되었다.,810;흥나숭;811;채키몽;812;고릴타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081202.png
 염버니,불꽃,0.3,토끼,b,4.5,맹화,뛰어다니며 체온을 높이면 불꽃 에너지가 몸 안에 맴돌아 본래의 힘을 발휘할 수 있다.,813;염버니;814;래비풋;815;에이스번,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081301.png
 래비풋,불꽃,0.6,토끼,b,9,맹화,푹신푹신한 털 덕분에 추위에 강해지고 더 높은 온도의 불꽃 기술도 쓸 수 있게 되었다.,813;염버니;814;래비풋;815;에이스번,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081401.png
 에이스번,불꽃,1.4,스트라이커,b,33,맹화,작은 돌을 리프팅해서 불꽃의 축구공을 만들고 날카로운 슛으로 상대를 태워버린다.,813;염버니;814;래비풋;815;에이스번,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081501.png
 에이스번,불꽃,27,스트라이커,b,1.00E+09,맹화,에이스번의 타오르는 투지가 담긴 거대 화염볼은 상대를 놓치지 않고 불살라버린다.,813;염버니;814;래비풋;815;에이스번,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081502.png
 울머기,물,0.3,물도마뱀,b,4,급류,겁을 먹으면 양파 100개와 맞먹는 최루 성분의 눈물을 흘려서 상대도 덩달아 울게 만든다.,816;울머기;817;누겔레온;818;인텔리레온,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081601.png
 누겔레온,물,0.7,물도마뱀,b,11.5,급류,손바닥에서 나오는 수분을 빚어서 만든 물구슬로 두뇌 싸움을 펼친다.,816;울머기;817;누겔레온;818;인텔리레온,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081701.png
 인텔리레온,물,1.9,에이전트,b,45.2,급류,다채로운 기능을 숨기고 있다. 손끝에서 물을 분사하고 등에 있는 피막으로 바람을 탄다.,816;울머기;817;누겔레온;818;인텔리레온,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081801.png
 인텔리레온,물,40,에이전트,b,1.00E+09,급류,물대포의 속도는 마하7이다. 머리의 볏으로 바람과 기온을 감지하면서 조준을 맞춘다.,816;울머기;817;누겔레온;818;인텔리레온,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081802.png
 탐리스,노말,0.3,볼가득,b,2.5,볼주머니,볼에 나무열매를 비축한다. 나무열매가 없어서 입이 심심할 때는 조약돌을 물면서 견딘다.,819;탐리스;820;요씽리스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/081901.png
 요씽리스,노말,0.6,욕심쟁이,b,6,볼주머니,나무열매가 열린 나무를 발견하면 한창 싸우던 중이더라도 쏜살같이 모으러 간다.,819;탐리스;820;요씽리스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082001.png
 파라꼬,비행,0.2,아기새,b,1.8,날카로운눈;긴장감,용감하고 저돌적인 성질을 가졌다. 눈가의 하얀 무늬는 마음 약한 포켓몬을 기죽게 한다.,821;파라꼬;822;파크로우;823;아머까오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082101.png
 파크로우,비행,0.8,까마귀,b,16,날카로운눈;긴장감,높은 지능을 가진 이유는 뇌가 다른 새포켓몬에 비해 크기 때문이라고 전해지고 있다.,821;파라꼬;822;파크로우;823;아머까오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082201.png
 아머까오,비행;강철,2.2,까마귀,b,75,프레셔;긴장감,비행 중에 천적에게 공격을 받으면 승객도 위험해질 수 있어서 팔데아에서는 택시로 활용할 수 없다.,821;파라꼬;822;파크로우;823;아머까오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082301.png
 아머까오,비행;강철,14,까마귀,b,1.00E+09,프레셔;긴장감,거다이맥스의 파워로 날갯짓하면 허리케인을 능가하는 강풍이 모든 것을 날려버린다.,821;파라꼬;822;파크로우;823;아머까오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082302.png
 두루지벌레,벌레,0.4,유충,b,8,벌레의알림;복안,"언제나 부지런히 정보를 모으기 때문에 똑똑하다. 단, 힘은 그저 그렇다.",824;두루지벌레;825;레돔벌레;826;이올브,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082401.png
 레돔벌레,벌레;에스퍼,0.4,레이돔,b,19.5,벌레의알림;복안,거의 움직이지 않지만 살아 있다. 식음을 전폐하고 껍질에 은둔하는 동안 초능력에 눈을 뜬 모양이다.,824;두루지벌레;825;레돔벌레;826;이올브,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082501.png
 이올브,벌레;에스퍼,0.4,칠성,b,40.8,벌레의알림;통찰,똑똑한 포켓몬으로 유명하다. 커다란 두뇌는 강력한 사이코 파워를 가졌다는 증거다.,824;두루지벌레;825;레돔벌레;826;이올브,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082601.png
 이올브,벌레;에스퍼,14,칠성,b,1.00E+09,벌레의알림;통찰,뇌를 중심으로 거대화했다. 압도적인 지능과 방대한 사이코 에너지를 지니고 있다.,824;두루지벌레;825;레돔벌레;826;이올브,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082602.png
 훔처우,악,0.6,여우,b,8.9,도주;곡예,다른 포켓몬이 발견한 먹이를 훔치며 산다. 푹신푹신한 볼록살 덕분에 발소리가 나지 않는다.,827;훔처우;828;폭슬라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082701.png
 폭슬라이,악,1.2,여우,b,19.9,도주;곡예,목표로 한 먹잇감에 슬쩍 마킹을 해둔다. 냄새를 따라가다 먹이의 주인이 방심하고 있을 때 훔치려 든다.,827;훔처우;828;폭슬라이,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082801.png
 꼬모카,풀,0.4,꽃장식,b,2.2,솜털;재생력,다리 하나를 땅에 꽂은 채 햇빛을 잔뜩 받으면 꽃잎이 선명한 색을 띠게 된다.,829;꼬모카;830;백솜모카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/082901.png
 백솜모카,풀,0.5,솜장식,b,2.5,솜털;재생력,솜털이 붙은 씨는 영양 만점이다. 씨를 바람에 날려서 초목과 포켓몬들을 건강하게 만든다.,829;꼬모카;830;백솜모카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083001.png
 우르,노말,0.6,양,b,6,복슬복슬;도주,곱슬곱슬한 털은 훌륭한 쿠션 역할을 한다. 절벽에서 떨어져도 아무렇지도 않다.,831;우르;832;배우르,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083101.png
 배우르,노말,1.3,양,b,43,복슬복슬;불굴의마음,탄력 있는 털로 짜낸 카펫은 트램펄린 같아서 올라가면 통통 튀어 오르게 된다.,831;우르;832;배우르,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083201.png
 깨물부기,물,0.3,물고늘어지기,b,8.5,옹골찬턱;조가비갑옷,커다란 앞니는 난 지 얼마 되지 않았다. 이빨이 가려울 때는 동료의 뿔을 덥석 물면서 장난을 친다.,833;깨물부기;834;갈가부기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083301.png
 갈가부기,물;바위,1,물어뜯기,b,115.5,옹골찬턱;조가비갑옷,매우 크고 뾰족뾰족한 입은 한 번 물기만 해도 암석을 부술 정도다. 성질이 매우 흉포하다.,833;깨물부기;834;갈가부기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083401.png
 갈가부기,물;바위,24,물어뜯기,b,1.00E+09,옹골찬턱;조가비갑옷,거다이맥스의 파워에 의해 뒷발로 일어서게 됐다. 상대를 짓누른 뒤 큰 턱으로 마무리한다.,833;깨물부기;834;갈가부기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083402.png
 멍파치,전기,0.3,강아지,b,13.5,볼줍기,달릴 때 꼬리가 시작되는 부분에서 전기를 만들어 낸다. 가라르에서는 양치기로 인기가 많다.,835;멍파치;836;펄스멍,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083501.png
 펄스멍,전기,1,개,b,34,옹골찬턱,만든 전기를 다리로 보내서 달리는 것을 돕는다. 삼 일 밤낮을 쉬지 않고 달릴 수 있다.,835;멍파치;836;펄스멍,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083601.png
 탄동,바위,0.3,석탄,b,12,증기기관;내열,맑은 날에는 초원으로 나와 달리면서 수레바퀴 같은 다리에 휘감긴 풀을 먹는다.,837;탄동;838;탄차곤;839;석탄산,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/083701.png
